x,y
29.36999969482422,16.75
29.769999694824218,15.55
22.81999969482422,9.9
24.769999694824218,9.5
26.56999969482422,9.35
27.469999694824217,9.5
25.219999694824217,9.35
21.61999969482422,11.55
21.269999694824218,13.55
21.519999694824218,15.55
22.41999969482422,17.55
24.219999694824217,18.25
26.019999694824218,18.55
22.41999969482422,15.95
23.31999969482422,17.15
26.31999969482422,17.45
24.66999969482422,15.8
24.41999969482422,13.95
25.11999969482422,12.75
24.219999694824217,11.95
22.81999969482422,11.55
22.11999969482422,13.3
22.11999969482422,14.55
23.41999969482422,15.55
23.86999969482422,14.4
25.019999694824218,14.8
24.019999694824218,17.2
26.81999969482422,15.7
23.36999969482422,9.55
25.719999694824217,10
27.519999694824218,11.35
25.61999969482422,12.1
26.219999694824217,11.15
26.519999694824218,10.75
26.769999694824218,12.1
24.66999969482422,11.1
23.269999694824218,12.2
24.219999694824217,13.15
25.36999969482422,13.7
26.469999694824217,12.9
28.36999969482422,11.2
27.36999969482422,10.4
28.219999694824217,10.4
28.86999969482422,10.35
29.469999694824217,11.75
29.81999969482422,13.15
28.41999969482422,14.35
26.269999694824218,15.15
25.91999969482422,16
27.06999969482422,16.6
27.219999694824217,17.6
27.769999694824218,15.7
26.11999969482422,14.45
28.019999694824218,13.4
28.719999694824217,12.95
28.36999969482422,12.05
29.469999694824217,12.35
29.61999969482422,14.6
28.519999694824218,15.15
27.16999969482422,15.05
27.11999969482422,13.95
27.36999969482422,14.65
29.219999694824217,13.95
28.86999969482422,15.95
25.11999969482422,16.35
25.31999969482422,17.75
23.969999694824217,15.2
24.41999969482422,16.55
22.61999969482422,16.65
22.56999969482422,15.5
15.61999969482422,14.65
16.719999694824217,16.15
17.41999969482422,14.35
17.219999694824217,12.25
18.86999969482422,10.55
19.519999694824218,13.6
19.219999694824217,16.95
20.219999694824217,15.65
18.469999694824217,15.15
20.019999694824218,11.5
20.66999969482422,9.3
18.11999969482422,9.75
18.41999969482422,8.1
18.31999969482422,12.5
21.61999969482422,18.55
21.269999694824218,17.6
22.719999694824217,9.05
23.16999969482422,8
24.61999969482422,6.75
26.36999969482422,5.7
27.61999969482422,5.7
30.66999969482422,5.8
32.41999969482422,6.65
33.71999969482422,7.9
34.76999969482422,10.15
34.869999694824216,11.6
34.66999969482422,13.9
33.81999969482422,15.7
32.21999969482422,17.05
30.269999694824218,18.05
27.66999969482422,19.05
29.16999969482422,18.15
30.219999694824217,17.85
32.01999969482422,16.6
32.56999969482422,16
33.119999694824216,15.1
33.119999694824216,13.8
33.41999969482422,12.3
33.31999969482422,10
32.91999969482422,8.45
32.46999969482422,7.45
31.31999969482422,6.8
28.219999694824217,6.3
27.61999969482422,6.85
25.519999694824218,7.55
25.019999694824218,8.05
26.61999969482422,8.05
29.86999969482422,9.55
31.66999969482422,11.05
31.269999694824218,14.65
31.81999969482422,14.25
31.86999969482422,13.3
30.91999969482422,11.85
28.91999969482422,9
29.219999694824217,8.5
30.019999694824218,7.45
28.36999969482422,7.65
26.519999694824218,7.85
26.019999694824218,7.15
28.519999694824218,6.35
28.41999969482422,5.95
30.219999694824217,6.15
28.91999969482422,7.15
27.519999694824218,7.7
30.06999969482422,8.05
30.31999969482422,8.6
29.269999694824218,9
31.469999694824217,7.5
27.769999694824218,7.55
29.219999694824217,6.55
30.41999969482422,7.95
31.41999969482422,9.1
31.41999969482422,9.45
30.91999969482422,10.65
31.06999969482422,9.75
34.01999969482422,8.9
32.619999694824216,10.65
33.06999969482422,11.35
31.66999969482422,12.2
30.91999969482422,12.75
31.36999969482422,14.55
29.519999694824218,16.6
30.31999969482422,16.55
27.91999969482422,16.65
27.86999969482422,16.6
31.31999969482422,17.35
30.86999969482422,15.9
31.86999969482422,15.7
31.91999969482422,14.65
32.869999694824216,13.65
33.71999969482422,12.95
33.91999969482422,13.1
33.91999969482422,11.4
33.26999969482422,10.15
32.869999694824216,9.05
31.66999969482422,10.2
31.66999969482422,11.45
30.31999969482422,13.5
30.41999969482422,14.55
30.41999969482422,15.7
30.11999969482422,11.55
30.019999694824218,9.65
29.66999969482422,10.25
30.019999694824218,10.4
30.81999969482422,8.25
32.01999969482422,8.6
31.769999694824218,8.65
32.619999694824216,9.85
33.51999969482422,9.05
34.51999969482422,10.45
33.01999969482422,11.4
32.21999969482422,13.1
30.86999969482422,14.15
32.46999969482422,12.55
32.16999969482422,11.75
32.26999969482422,11.7
33.21999969482422,11.35
33.31999969482422,14.35
34.16999969482422,14.35
34.119999694824216,12.95
32.01999969482422,15.35
29.469999694824217,17.3
28.81999969482422,17.25
30.66999969482422,17.05
28.11999969482422,8.75
27.519999694824218,8.65
27.019999694824218,8.7
25.519999694824218,8.75
23.769999694824218,8.95
24.61999969482422,7.65
26.11999969482422,6.9
27.219999694824217,6.5
14.819999694824219,14.15
15.169999694824218,14.55
15.769999694824218,15
16.16999969482422,15.75
16.019999694824218,15.4
17.019999694824218,16.35
17.61999969482422,16.7
18.36999969482422,16.75
19.469999694824217,16.95
20.11999969482422,16.95
20.81999969482422,16.9
21.41999969482422,16.9
23.269999694824218,16.65
