x,y
26.56999969482422,1.75
23.61999969482422,1.65
22.519999694824218,1.75
19.969999694824217,1.75
18.31999969482422,1.8
16.81999969482422,2.3
18.31999969482422,2.3
21.06999969482422,2.2
25.219999694824217,2.15
26.56999969482422,2.95
26.81999969482422,2.9
28.469999694824217,3.15
29.86999969482422,4.4
32.81999969482422,6.15
32.01999969482422,7.9
32.01999969482422,9.6
31.219999694824217,11.35
29.719999694824217,13.35
29.219999694824217,14.65
27.36999969482422,16.15
24.56999969482422,17.25
21.56999969482422,17.75
19.11999969482422,17.75
16.41999969482422,17.6
14.069999694824219,16.55
12.669999694824218,14.95
10.819999694824219,11.7
10.719999694824219,9.2
10.819999694824219,7.35
11.36999969482422,5.75
11.36999969482422,7.7
11.719999694824219,10.35
12.419999694824218,12.5
12.769999694824218,13.95
12.86999969482422,14.5
12.219999694824219,12.8
11.769999694824218,8.65
12.11999969482422,4.35
12.969999694824219,3.3
13.36999969482422,3.25
13.719999694824219,3.35
15.719999694824219,2.15
17.81999969482422,2.05
20.019999694824218,1.45
21.219999694824217,1.25
18.16999969482422,1.6
16.11999969482422,2.8
19.469999694824217,2.6
22.86999969482422,2.35
25.06999969482422,2.4
28.219999694824217,2.9
29.61999969482422,3.7
30.11999969482422,6.65
31.11999969482422,8.35
31.06999969482422,12.6
30.269999694824218,14.55
28.16999969482422,16.35
24.61999969482422,17.25
21.31999969482422,18.15
17.41999969482422,16.85
14.61999969482422,16.85
15.169999694824218,16.75
16.81999969482422,17.25
20.31999969482422,17.4
22.61999969482422,17.55
25.81999969482422,17.55
27.91999969482422,15.9
26.41999969482422,15.85
23.61999969482422,16.5
25.469999694824217,15.95
28.769999694824218,15.1
29.06999969482422,14.75
27.36999969482422,16.1
24.11999969482422,18.15
27.36999969482422,17.4
29.16999969482422,15.05
31.219999694824217,12
31.969999694824217,8.55
31.41999969482422,5.8
28.81999969482422,3.8
30.11999969482422,5.8
30.31999969482422,6.4
30.66999969482422,5
31.719999694824217,6.35
31.06999969482422,9.45
31.41999969482422,10.95
29.31999969482422,14.65
27.61999969482422,15.65
27.81999969482422,14.15
29.66999969482422,11.85
30.16999969482422,8.95
30.31999969482422,8.6
30.81999969482422,10.65
29.519999694824218,12.75
28.41999969482422,14.3
27.969999694824217,14.15
29.269999694824218,11.85
30.36999969482422,9.75
30.469999694824217,10.35
27.91999969482422,13.95
24.969999694824217,16.15
21.61999969482422,16.9
18.719999694824217,16.8
16.16999969482422,15.85
14.269999694824218,14.75
13.419999694824218,13.75
12.969999694824219,11.85
12.269999694824218,9.6
12.019999694824218,7.5
12.419999694824218,4.2
14.919999694824218,2.75
20.61999969482422,12.2
19.41999969482422,11.25
19.36999969482422,9.75
19.66999969482422,8.65
20.56999969482422,8
22.66999969482422,8.2
23.11999969482422,9.7
22.41999969482422,11.55
21.219999694824217,12.1
18.61999969482422,11.85
18.06999969482422,9.6
18.719999694824217,8.25
21.269999694824218,8.3
21.969999694824217,9.3
20.16999969482422,10.55
19.469999694824217,9.1
21.91999969482422,9.1
22.019999694824218,10.85
20.86999969482422,10.55
20.969999694824217,9.55
18.81999969482422,9.2
18.61999969482422,10.6
20.36999969482422,11.15
21.41999969482422,9.05
20.31999969482422,8.6
19.81999969482422,8.6
21.91999969482422,8.25
21.86999969482422,9.55
20.519999694824218,9.55
19.969999694824217,11.2
21.41999969482422,11.5
21.31999969482422,8.65
18.56999969482422,8.15
20.019999694824218,7.7
22.219999694824217,9.2
19.81999969482422,7.95
18.769999694824218,11.15
20.56999969482422,11.7
22.06999969482422,10.9
22.219999694824217,9.15
19.769999694824218,8.5
19.86999969482422,8.45
22.719999694824217,8.8
24.019999694824218,10.95
21.269999694824218,12.15
19.269999694824218,11.05
18.969999694824217,9
20.91999969482422,8.25
21.86999969482422,10.25
19.36999969482422,11
12.019999694824218,12.2
12.569999694824219,11.3
12.169999694824218,9.7
12.219999694824219,7.2
12.019999694824218,4.75
9.669999694824218,7.35
11.819999694824219,4.15
14.969999694824219,3.75
23.519999694824218,2.2
24.969999694824217,2.6
27.269999694824218,2.65
24.219999694824217,2.6
25.019999694824218,2.35
27.219999694824217,2.45
24.61999969482422,1.3
23.269999694824218,1.35
20.41999969482422,1.55
16.219999694824217,1.25
14.819999694824219,1.4
15.11999969482422,1.45
17.969999694824217,1.55
21.81999969482422,1.75
24.61999969482422,2.15
25.66999969482422,2.65
25.86999969482422,2.55
26.11999969482422,2.05
28.019999694824218,3.2
29.719999694824217,4.05
29.969999694824217,5.25
30.16999969482422,6.5
31.269999694824218,7.35
32.869999694824216,7.75
32.16999969482422,9.15
31.61999969482422,7.35
30.81999969482422,7.3
30.91999969482422,9.6
30.019999694824218,11.75
30.16999969482422,11.95
30.41999969482422,11.8
30.86999969482422,12
31.219999694824217,11.7
28.86999969482422,13.6
29.269999694824218,13.95
25.81999969482422,16.15
21.019999694824218,16.75
16.61999969482422,16.55
15.36999969482422,16.1
15.519999694824218,16.75
12.669999694824218,15.05
11.86999969482422,12.9
11.419999694824218,11.3
11.419999694824218,10.35
11.719999694824219,11.2
10.819999694824219,9.55
11.019999694824218,7.45
11.019999694824218,6.55
10.169999694824218,7.75
10.269999694824218,7.4
10.86999969482422,5.95
10.86999969482422,5.75
13.569999694824219,2.95
14.519999694824218,2.5
13.219999694824219,2.45
13.569999694824219,2.15
10.61999969482422,3.65
20.81999969482422,9.9
19.36999969482422,9.9
20.969999694824217,10.45
21.36999969482422,9.35
22.11999969482422,8.85
22.81999969482422,10.25
22.61999969482422,10.35
22.61999969482422,10.75
20.469999694824217,11.15
19.769999694824218,11.75
19.61999969482422,12.75
19.219999694824217,10.6
20.61999969482422,9.4
20.66999969482422,9.4
