x,y
19.91999969482422,3.55
21.469999694824217,3.9
20.91999969482422,5.25
18.81999969482422,6.65
18.41999969482422,7.45
16.719999694824217,7.55
16.41999969482422,5.95
16.56999969482422,3.15
14.419999694824218,5.55
14.219999694824219,8.85
13.61999969482422,8.45
13.569999694824219,5.95
28.019999694824218,16.5
29.61999969482422,14.45
30.61999969482422,11.75
31.019999694824218,8.35
28.91999969482422,3.55
30.86999969482422,5.8
33.31999969482422,4.75
34.619999694824216,6.65
33.76999969482422,11.5
31.81999969482422,13.55
35.31999969482422,13.5
36.56999969482422,9.65
36.21999969482422,4.3
34.51999969482422,2.55
33.46999969482422,6.35
25.36999969482422,11.1
23.81999969482422,9.8
3.919999694824219,16.55
5.569999694824219,14.35
3.919999694824219,10.4
6.419999694824218,7.4
8.069999694824219,4.9
3.3699996948242186,7.9
11.36999969482422,17.3
22.41999969482422,6.7
24.86999969482422,10.9
23.61999969482422,13
18.41999969482422,12.5
18.019999694824218,7.95
20.86999969482422,7.25
21.06999969482422,9.75
18.469999694824217,12.85
19.66999969482422,12.85
20.16999969482422,11.65
19.519999694824218,9.7
21.019999694824218,8.45
21.269999694824218,9.5
22.61999969482422,10.2
21.66999969482422,11.9
16.969999694824217,9.35
19.06999969482422,5.95
23.969999694824217,4.7
25.61999969482422,7.35
24.86999969482422,11.2
18.769999694824218,11.8
20.86999969482422,7.5
26.56999969482422,9.05
26.91999969482422,11.55
27.469999694824217,9.75
26.769999694824218,5.5
23.86999969482422,3.9
23.11999969482422,3.75
24.219999694824217,4.6
25.469999694824217,5.6
24.56999969482422,6.1
23.519999694824218,6
23.31999969482422,7.25
22.81999969482422,8.65
23.519999694824218,7.8
24.61999969482422,8.55
25.769999694824218,9.35
25.769999694824218,10.75
25.019999694824218,12.05
25.969999694824217,12.9
25.41999969482422,13.6
23.019999694824218,13.85
23.019999694824218,13.85
23.81999969482422,14.55
24.61999969482422,14.55
25.019999694824218,14.85
22.16999969482422,15.4
19.56999969482422,15.15
19.41999969482422,12.55
20.219999694824217,7.9
18.019999694824218,6.75
18.86999969482422,8.85
22.769999694824218,10.25
24.06999969482422,11.45
22.519999694824218,9.95
22.86999969482422,6.8
21.61999969482422,4.75
20.519999694824218,3.1
22.06999969482422,2.5
24.019999694824218,2.95
26.019999694824218,3.25
